194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.524263,10.4892,-1.70258,0,642,0,0.116248,0.047219,0.139718,0.0102642,0.00463207,0.012177,10.6418,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.571335,10.5078,-1.57161,0,479,0,0.0758427,0.0325492,0.0991335,0.00755724,0.00308714,0.00926332,10.6413,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.571237,10.5082,-1.57058,0,479,0,0.075928,0.0328577,0.100204,0.00756059,0.00310258,0.00931608,10.6416,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.570845,10.5083,-1.56955,0,481.071,0,0.0760937,0.0328765,0.101254,0.00756626,0.00310249,0.00936798,10.6416,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.570453,10.5085,-1.56852,0,481.071,0,0.0758593,0.0328922,0.102304,0.00756166,0.00310235,0.00941903,10.6416,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.570845,10.5083,-1.56749,0,1716,0,0.0757015,0.0326687,0.103354,0.00755608,0.00309165,0.00946924,10.6412,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.611641,10.5087,-1.49041,0,2007.83,0,0.103885,0.0354074,0.07293,0.00878922,0.00308658,0.00665985,10.6326,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.612768,10.5087,-1.49203,0,1742.43,0,0.104086,0.0354074,0.0737723,0.00879596,0.00308658,0.00671251,10.6329,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.613847,10.5086,-1.49238,0,1742.43,0,0.104212,0.0353639,0.0735184,0.00879873,0.00308587,0.00669075,10.633,Standing
194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.614975,10.5086,-1.49336,0,1742.43,0,0.10476,0.0353203,0.0735497,0.00882914,0.00308515,0.00667471,10.6331,Standing
